order_id,order_date,customer_id,customer_type,product_name,category,unit_price,quantity,revenue,channel,device,region,returned,return_reason,month,month_name,week,weekday,is_returned
ORD-3457,2025-01-24,CUST-0449,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Mobile,Northeast,No,,1,January,4,Friday,False
ORD-6177,2025-02-18,CUST-0487,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Midwest,No,,2,February,8,Tuesday,False
ORD-7176,2025-02-28,CUST-1293,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,Midwest,No,,2,February,9,Friday,False
ORD-7489,2025-03-03,CUST-2177,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Tablet,Northeast,No,,3,March,10,Monday,False
ORD-1817,2025-01-09,CUST-0712,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,West,No,,1,January,2,Thursday,False
ORD-5153,2025-02-10,CUST-1420,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Referral,Mobile,Southwest,No,,2,February,7,Monday,False
ORD-3989,2025-01-30,CUST-0855,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Mobile,Northeast,No,,1,January,5,Thursday,False
ORD-8473,2025-03-12,CUST-1827,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Referral,Desktop,West,No,,3,March,11,Wednesday,False
ORD-1819,2025-01-09,CUST-2130,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Email,Mobile,Midwest,No,,1,January,2,Thursday,False
ORD-8047,2025-03-08,CUST-0628,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Midwest,No,,3,March,10,Saturday,False
ORD-7943,2025-03-07,CUST-0637,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Paid Social,Tablet,Southeast,No,,3,March,10,Friday,False
ORD-9681,2025-03-22,CUST-1117,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Email,Mobile,Southeast,No,,3,March,12,Saturday,False
ORD-6367,2025-02-20,CUST-0349,Returning,Woven Market Tote,Accessories,18.0,1,18.0,Referral,Desktop,West,No,,2,February,8,Thursday,False
ORD-8572,2025-03-12,CUST-1543,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Mobile,Northeast,No,,3,March,11,Wednesday,False
ORD-9851,2025-03-24,CUST-0693,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Email,Desktop,Southwest,No,,3,March,13,Monday,False
ORD-8259,2025-03-10,CUST-2245,New,Linen Joggers - Slate,Apparel,32.0,3,96.0,Paid Social,Mobile,West,Yes,Changed mind,3,March,11,Monday,True
ORD-2366,2025-01-14,CUST-0255,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Desktop,West,No,,1,January,3,Tuesday,False
ORD-1059,2025-01-01,CUST-0734,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,West,Yes,Wrong size,1,January,1,Wednesday,True
ORD-6020,2025-02-17,CUST-0762,Returning,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Direct,Desktop,Southwest,No,,2,February,8,Monday,False
ORD-4239,2025-02-02,CUST-0660,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,West,No,,2,February,5,Sunday,False
ORD-7211,2025-02-28,CUST-2335,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,Northeast,No,,2,February,9,Friday,False
ORD-5782,2025-02-14,CUST-0253,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Mobile,West,No,,2,February,7,Friday,False
ORD-7849,2025-03-06,CUST-1940,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Mobile,Southwest,No,,3,March,10,Thursday,False
ORD-8509,2025-03-12,CUST-2056,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Northeast,No,,3,March,11,Wednesday,False
ORD-7199,2025-02-28,CUST-2312,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Organic Search,Mobile,Northeast,No,,2,February,9,Friday,False
ORD-3403,2025-01-24,CUST-0700,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Southeast,No,,1,January,4,Friday,False
ORD-3287,2025-01-23,CUST-1630,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Tablet,Midwest,No,,1,January,4,Thursday,False
ORD-6321,2025-02-19,CUST-0254,Returning,Woven Market Tote,Accessories,18.0,3,54.0,Paid Social,Mobile,Midwest,No,,2,February,8,Wednesday,False
ORD-7209,2025-02-28,CUST-1284,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Referral,Mobile,West,No,,2,February,9,Friday,False
ORD-1145,2025-01-02,CUST-1118,New,Merino Crew Sweater,Apparel,69.0,2,138.0,Organic Search,Mobile,Southwest,Yes,Changed mind,1,January,1,Thursday,True
ORD-3211,2025-01-22,CUST-2354,New,Woven Market Tote,Accessories,18.0,1,18.0,Organic Search,Desktop,Midwest,No,,1,January,4,Wednesday,False
ORD-6637,2025-02-22,CUST-2121,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Referral,Mobile,Northeast,No,,2,February,8,Saturday,False
ORD-5318,2025-02-11,CUST-0719,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Southeast,No,,2,February,7,Tuesday,False
ORD-8762,2025-03-14,CUST-1812,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Mobile,Southwest,No,,3,March,11,Friday,False
ORD-6263,2025-02-19,CUST-1728,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Mobile,West,No,,2,February,8,Wednesday,False
ORD-7578,2025-03-04,CUST-1153,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Organic Search,Tablet,Southwest,No,,3,March,10,Tuesday,False
ORD-2199,2025-01-13,CUST-0433,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Desktop,Midwest,No,,1,January,3,Monday,False
ORD-10400,2025-03-28,CUST-0045,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Email,Mobile,Northeast,No,,3,March,13,Friday,False
ORD-2892,2025-01-19,CUST-0239,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Mobile,Southwest,No,,1,January,3,Sunday,False
ORD-8192,2025-03-09,CUST-0905,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Southeast,Yes,Defective,3,March,10,Sunday,True
ORD-1723,2025-01-08,CUST-0101,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Southwest,Yes,Defective,1,January,2,Wednesday,True
ORD-6450,2025-02-20,CUST-1229,New,Ribbed Beanie,Apparel,22.0,2,44.0,Organic Search,Desktop,Northeast,No,,2,February,8,Thursday,False
ORD-10512,2025-03-30,CUST-2477,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,Southwest,Yes,Changed mind,3,March,13,Sunday,True
ORD-8483,2025-03-12,CUST-0546,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Southwest,No,,3,March,11,Wednesday,False
ORD-1618,2025-01-07,CUST-0564,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,Northeast,No,,1,January,2,Tuesday,False
ORD-8770,2025-03-14,CUST-1253,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Organic Search,Desktop,Southeast,No,,3,March,11,Friday,False
ORD-8074,2025-03-08,CUST-1721,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Desktop,Northeast,No,,3,March,10,Saturday,False
ORD-6542,2025-02-21,CUST-0697,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Paid Social,Tablet,Southwest,No,,2,February,8,Friday,False
ORD-7371,2025-03-02,CUST-1133,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Midwest,No,,3,March,9,Sunday,False
ORD-1970,2025-01-10,CUST-1964,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,West,No,,1,January,2,Friday,False
ORD-2176,2025-01-12,CUST-1141,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Desktop,Southwest,No,,1,January,2,Sunday,False
ORD-4547,2025-02-05,CUST-0206,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Tablet,Midwest,No,,2,February,6,Wednesday,False
ORD-7181,2025-02-28,CUST-0383,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,West,No,,2,February,9,Friday,False
ORD-7859,2025-03-06,CUST-1299,New,Ribbed Beanie,Apparel,22.0,2,44.0,Paid Social,Mobile,Southwest,No,,3,March,10,Thursday,False
ORD-9459,2025-03-20,CUST-2182,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,West,No,,3,March,12,Thursday,False
ORD-3338,2025-01-23,CUST-2390,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Desktop,Northeast,No,,1,January,4,Thursday,False
ORD-9015,2025-03-17,CUST-0823,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Tablet,Northeast,No,,3,March,12,Monday,False
ORD-8373,2025-03-11,CUST-1833,New,Stoneware Mug Set,Home & Kitchen,34.0,2,68.0,Organic Search,Mobile,West,No,,3,March,11,Tuesday,False
ORD-6350,2025-02-20,CUST-2452,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,West,No,,2,February,8,Thursday,False
ORD-8689,2025-03-13,CUST-0270,Returning,Woven Market Tote,Accessories,18.0,2,36.0,Direct,Desktop,Northeast,No,,3,March,11,Thursday,False
ORD-5586,2025-02-13,CUST-1833,New,Oversized Linen Tee,Apparel,24.0,3,72.0,Direct,Desktop,West,No,,2,February,7,Thursday,False
ORD-6830,2025-02-24,CUST-0071,Returning,Ribbed Beanie,Apparel,22.0,2,44.0,Organic Search,Mobile,Southeast,No,,2,February,9,Monday,False
ORD-7253,2025-02-28,CUST-2218,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Organic Search,Desktop,Midwest,No,,2,February,9,Friday,False
ORD-4806,2025-02-07,CUST-1760,New,Ribbed Beanie,Apparel,22.0,1,22.0,Paid Social,Mobile,Northeast,No,,2,February,6,Friday,False
ORD-2562,2025-01-16,CUST-1990,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Desktop,Midwest,No,,1,January,3,Thursday,False
ORD-4587,2025-02-05,CUST-0270,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Email,Desktop,Southeast,No,,2,February,6,Wednesday,False
ORD-7676,2025-03-04,CUST-0959,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Mobile,Northeast,No,,3,March,10,Tuesday,False
ORD-7404,2025-03-02,CUST-0682,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,3,48.0,Direct,Mobile,Southwest,Yes,Defective,3,March,9,Sunday,True
ORD-2115,2025-01-11,CUST-0501,Returning,French Press Mug,Home & Kitchen,20.0,3,60.0,Organic Search,Tablet,Southwest,No,,1,January,2,Saturday,False
ORD-3084,2025-01-21,CUST-1824,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,West,No,,1,January,4,Tuesday,False
ORD-5821,2025-02-15,CUST-0485,Returning,Oversized Linen Tee,Apparel,24.0,3,72.0,Paid Social,Mobile,Northeast,No,,2,February,7,Saturday,False
ORD-9957,2025-03-25,CUST-0762,Returning,Brass Key Hook,Home & Kitchen,14.0,2,28.0,Paid Social,Desktop,Northeast,No,,3,March,13,Tuesday,False
ORD-3475,2025-01-25,CUST-0793,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,Midwest,No,,1,January,4,Saturday,False
ORD-1334,2025-01-03,CUST-0391,Returning,Merino Crew Sweater,Apparel,69.0,3,207.0,Direct,Mobile,Midwest,No,,1,January,1,Friday,False
ORD-6465,2025-02-20,CUST-1801,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Referral,Desktop,West,No,,2,February,8,Thursday,False
ORD-7472,2025-03-03,CUST-0617,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,West,Yes,Wrong size,3,March,10,Monday,True
ORD-5309,2025-02-11,CUST-1578,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,,2,February,7,Tuesday,False
ORD-7867,2025-03-06,CUST-0714,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Southeast,No,,3,March,10,Thursday,False
ORD-2027,2025-01-10,CUST-0061,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Southeast,No,,1,January,2,Friday,False
ORD-2371,2025-01-14,CUST-0738,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Southeast,No,,1,January,3,Tuesday,False
ORD-6647,2025-02-23,CUST-0716,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Email,Mobile,Southwest,No,,2,February,8,Sunday,False
ORD-7018,2025-02-26,CUST-1952,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Desktop,Midwest,No,,2,February,9,Wednesday,False
ORD-6933,2025-02-25,CUST-1796,New,Leather Card Wallet,Accessories,25.0,2,50.0,Direct,Desktop,Midwest,No,,2,February,9,Tuesday,False
ORD-9629,2025-03-21,CUST-2263,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Mobile,Southwest,No,,3,March,12,Friday,False
ORD-7565,2025-03-04,CUST-1145,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Southeast,No,,3,March,10,Tuesday,False
ORD-6021,2025-02-17,CUST-2399,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Paid Social,Mobile,Southeast,No,,2,February,8,Monday,False
ORD-9307,2025-03-19,CUST-1133,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Mobile,West,No,,3,March,12,Wednesday,False
ORD-3451,2025-01-24,CUST-0843,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,Midwest,No,,1,January,4,Friday,False
ORD-7841,2025-03-06,CUST-0487,Returning,Leather Card Wallet,Accessories,25.0,2,50.0,Direct,Mobile,Midwest,No,,3,March,10,Thursday,False
ORD-9617,2025-03-21,CUST-0655,Returning,Leather Card Wallet,Accessories,25.0,3,75.0,Direct,Mobile,Midwest,No,,3,March,12,Friday,False
ORD-8386,2025-03-11,CUST-0985,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Mobile,Midwest,No,,3,March,11,Tuesday,False
ORD-6897,2025-02-25,CUST-0007,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,Southwest,No,,2,February,9,Tuesday,False
ORD-3821,2025-01-28,CUST-1303,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,Midwest,No,,1,January,5,Tuesday,False
ORD-7060,2025-02-26,CUST-0966,New,French Press Mug,Home & Kitchen,20.0,3,60.0,Paid Social,Desktop,Southeast,No,,2,February,9,Wednesday,False
ORD-5792,2025-02-14,CUST-2219,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Northeast,No,,2,February,7,Friday,False
ORD-5366,2025-02-12,CUST-0101,Returning,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Direct,Desktop,Southeast,No,,2,February,7,Wednesday,False
ORD-6718,2025-02-23,CUST-1948,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Midwest,No,,2,February,8,Sunday,False
ORD-2220,2025-01-13,CUST-1869,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Tablet,Midwest,No,,1,January,3,Monday,False
ORD-4437,2025-02-04,CUST-2277,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Tablet,West,No,,2,February,6,Tuesday,False
ORD-9545,2025-03-21,CUST-2167,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Paid Social,Desktop,Northeast,No,,3,March,12,Friday,False
ORD-6667,2025-02-23,CUST-1696,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Direct,Desktop,Northeast,No,,2,February,8,Sunday,False
ORD-7873,2025-03-06,CUST-0147,Returning,Leather Card Wallet,Accessories,25.0,2,50.0,Organic Search,Mobile,Midwest,No,,3,March,10,Thursday,False
ORD-10128,2025-03-26,CUST-1512,New,Woven Market Tote,Accessories,18.0,1,18.0,Paid Social,Mobile,Southeast,No,,3,March,13,Wednesday,False
ORD-10438,2025-03-29,CUST-1011,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,2,50.0,Direct,Mobile,West,Yes,Not as described,3,March,13,Saturday,True
ORD-8592,2025-03-13,CUST-0406,Returning,French Press Mug,Home & Kitchen,20.0,2,40.0,Email,Desktop,West,No,,3,March,11,Thursday,False
ORD-7757,2025-03-05,CUST-0791,Returning,Stoneware Mug Set,Home & Kitchen,34.0,3,102.0,Email,Desktop,Northeast,No,,3,March,10,Wednesday,False
ORD-10024,2025-03-25,CUST-1320,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Desktop,West,No,,3,March,13,Tuesday,False
ORD-6326,2025-02-19,CUST-0644,Returning,Leather Card Wallet,Accessories,25.0,3,75.0,Direct,Mobile,Southwest,Yes,Changed mind,2,February,8,Wednesday,True
ORD-7669,2025-03-04,CUST-2353,New,Leather Card Wallet,Accessories,25.0,1,25.0,Direct,Tablet,Southwest,No,,3,March,10,Tuesday,False
ORD-5282,2025-02-11,CUST-0225,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Mobile,Midwest,Yes,Defective,2,February,7,Tuesday,True
ORD-6908,2025-02-25,CUST-0128,Returning,Oversized Linen Tee,Apparel,24.0,2,48.0,Direct,Desktop,Southwest,Yes,Wrong size,2,February,9,Tuesday,True
ORD-1155,2025-01-02,CUST-0766,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Tablet,Southwest,No,,1,January,1,Thursday,False
ORD-2759,2025-01-18,CUST-0339,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,Southwest,Yes,Wrong size,1,January,3,Saturday,True
ORD-7931,2025-03-07,CUST-0166,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Mobile,West,No,,3,March,10,Friday,False
ORD-6243,2025-02-19,CUST-0224,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Southeast,No,,2,February,8,Wednesday,False
ORD-2872,2025-01-19,CUST-0129,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Mobile,Northeast,No,,1,January,3,Sunday,False
ORD-4280,2025-02-02,CUST-2160,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,West,No,,2,February,5,Sunday,False
ORD-7368,2025-03-02,CUST-1387,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Direct,Tablet,West,No,,3,March,9,Sunday,False
ORD-9790,2025-03-23,CUST-2486,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,Southeast,No,,3,March,12,Sunday,False
ORD-10483,2025-03-29,CUST-0364,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Direct,Desktop,Southwest,No,,3,March,13,Saturday,False
ORD-4346,2025-02-03,CUST-0219,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,West,Yes,Not as described,2,February,6,Monday,True
ORD-2788,2025-01-18,CUST-0619,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Southwest,No,,1,January,3,Saturday,False
ORD-1594,2025-01-07,CUST-1949,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Mobile,Midwest,No,,1,January,2,Tuesday,False
ORD-5647,2025-02-14,CUST-1285,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,Southwest,No,,2,February,7,Friday,False
ORD-2042,2025-01-10,CUST-1455,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Referral,Desktop,Southwest,No,,1,January,2,Friday,False
ORD-9664,2025-03-22,CUST-0746,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Southeast,No,,3,March,12,Saturday,False
ORD-6922,2025-02-25,CUST-0661,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Midwest,No,,2,February,9,Tuesday,False
ORD-8295,2025-03-10,CUST-0247,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Midwest,No,,3,March,11,Monday,False
ORD-8852,2025-03-15,CUST-2144,New,Oversized Linen Tee,Apparel,24.0,3,72.0,Organic Search,Desktop,Midwest,Yes,Defective,3,March,11,Saturday,True
ORD-4399,2025-02-03,CUST-0001,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Paid Social,Mobile,Northeast,No,,2,February,6,Monday,False
ORD-1974,2025-01-10,CUST-1642,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,3,48.0,Organic Search,Mobile,Northeast,No,,1,January,2,Friday,False
ORD-5528,2025-02-13,CUST-1646,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Paid Social,Desktop,Northeast,No,,2,February,7,Thursday,False
ORD-6125,2025-02-17,CUST-2093,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Tablet,Southeast,No,,2,February,8,Monday,False
ORD-4985,2025-02-09,CUST-0012,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Email,Desktop,West,No,,2,February,6,Sunday,False
ORD-2961,2025-01-20,CUST-1749,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,Northeast,Yes,Not as described,1,January,4,Monday,True
ORD-1888,2025-01-09,CUST-0761,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Email,Mobile,West,No,,1,January,2,Thursday,False
ORD-3740,2025-01-28,CUST-0897,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Organic Search,Desktop,Southwest,No,,1,January,5,Tuesday,False
ORD-5064,2025-02-10,CUST-0701,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Tablet,Southwest,No,,2,February,7,Monday,False
ORD-2214,2025-01-13,CUST-1442,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,West,No,,1,January,3,Monday,False
ORD-1019,2025-01-01,CUST-2192,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Referral,Desktop,Midwest,No,,1,January,1,Wednesday,False
ORD-7790,2025-03-05,CUST-1610,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,West,No,,3,March,10,Wednesday,False
ORD-5127,2025-02-10,CUST-0714,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,West,No,,2,February,7,Monday,False
