order_id,order_date,customer_id,customer_type,product_name,category,unit_price,quantity,revenue,channel,device,region,returned,return_reason
ORD-3084,2025-01-21,CUST-1824,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,West,No,
ORD-5821,2025-02-15,CUST-0485,Returning,Oversized Linen Tee,Apparel,24.0,3,72.0,Paid Social,Mobile,Northeast,No,
ORD-9957,2025-03-25,CUST-0762,Returning,Brass Key Hook,Home & Kitchen,14.0,2,28.0,Paid Social,Desktop,Northeast,No,
ORD-3475,2025-01-25,CUST-0793,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,Midwest,No,
ORD-1334,2025-01-03,CUST-0391,Returning,Merino Crew Sweater,Apparel,69.0,3,207.0,Direct,Mobile,Midwest,No,
ORD-6465,2025-02-20,CUST-1801,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Referral,Desktop,West,No,
ORD-7472,2025-03-03,CUST-0617,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,West,Yes,Wrong size
ORD-5309,2025-02-11,CUST-1578,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,
ORD-7867,2025-03-06,CUST-0714,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Southeast,No,
ORD-2027,2025-01-10,CUST-0061,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Southeast,No,
ORD-2371,2025-01-14,CUST-0738,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Southeast,No,
ORD-6647,2025-02-23,CUST-0716,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Email,Mobile,Southwest,No,
ORD-7018,2025-02-26,CUST-1952,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Desktop,Midwest,No,
ORD-6933,2025-02-25,CUST-1796,New,Leather Card Wallet,Accessories,25.0,2,50.0,Direct,Desktop,Midwest,No,
ORD-9629,2025-03-21,CUST-2263,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Mobile,Southwest,No,
ORD-7565,2025-03-04,CUST-1145,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Southeast,No,
ORD-6021,2025-02-17,CUST-2399,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Paid Social,Mobile,Southeast,No,
ORD-9307,2025-03-19,CUST-1133,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Mobile,West,No,
ORD-3451,2025-01-24,CUST-0843,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,Midwest,No,
ORD-7841,2025-03-06,CUST-0487,Returning,Leather Card Wallet,Accessories,25.0,2,50.0,Direct,Mobile,Midwest,No,
ORD-9617,2025-03-21,CUST-0655,Returning,Leather Card Wallet,Accessories,25.0,3,75.0,Direct,Mobile,Midwest,No,
ORD-8386,2025-03-11,CUST-0985,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Mobile,Midwest,No,
ORD-6897,2025-02-25,CUST-0007,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,Southwest,No,
ORD-3821,2025-01-28,CUST-1303,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,Midwest,No,
ORD-7060,2025-02-26,CUST-0966,New,French Press Mug,Home & Kitchen,20.0,3,60.0,Paid Social,Desktop,Southeast,No,
ORD-5792,2025-02-14,CUST-2219,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Northeast,No,
ORD-5366,2025-02-12,CUST-0101,Returning,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Direct,Desktop,Southeast,No,
ORD-6718,2025-02-23,CUST-1948,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Midwest,No,
ORD-2220,2025-01-13,CUST-1869,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Tablet,Midwest,No,
ORD-4437,2025-02-04,CUST-2277,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Tablet,West,No,
ORD-9545,2025-03-21,CUST-2167,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Paid Social,Desktop,Northeast,No,
ORD-6667,2025-02-23,CUST-1696,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Direct,Desktop,Northeast,No,
ORD-7873,2025-03-06,CUST-0147,Returning,Leather Card Wallet,Accessories,25.0,2,50.0,Organic Search,Mobile,Midwest,No,
ORD-10128,2025-03-26,CUST-1512,New,Woven Market Tote,Accessories,18.0,1,18.0,Paid Social,Mobile,Southeast,No,
ORD-10438,2025-03-29,CUST-1011,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,2,50.0,Direct,Mobile,West,Yes,Not as described
ORD-8592,2025-03-13,CUST-0406,Returning,French Press Mug,Home & Kitchen,20.0,2,40.0,Email,Desktop,West,No,
ORD-7757,2025-03-05,CUST-0791,Returning,Stoneware Mug Set,Home & Kitchen,34.0,3,102.0,Email,Desktop,Northeast,No,
ORD-10024,2025-03-25,CUST-1320,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Desktop,West,No,
ORD-6326,2025-02-19,CUST-0644,Returning,Leather Card Wallet,Accessories,25.0,3,75.0,Direct,Mobile,Southwest,Yes,Changed mind
ORD-7669,2025-03-04,CUST-2353,New,Leather Card Wallet,Accessories,25.0,1,25.0,Direct,Tablet,Southwest,No,
ORD-5282,2025-02-11,CUST-0225,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Mobile,Midwest,Yes,Defective
ORD-6908,2025-02-25,CUST-0128,Returning,Oversized Linen Tee,Apparel,24.0,2,48.0,Direct,Desktop,Southwest,Yes,Wrong size
ORD-1155,2025-01-02,CUST-0766,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Tablet,Southwest,No,
ORD-2759,2025-01-18,CUST-0339,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,Southwest,Yes,Wrong size
ORD-7931,2025-03-07,CUST-0166,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Mobile,West,No,
ORD-6243,2025-02-19,CUST-0224,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Southeast,No,
ORD-2872,2025-01-19,CUST-0129,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Mobile,Northeast,No,
ORD-4280,2025-02-02,CUST-2160,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,West,No,
ORD-7368,2025-03-02,CUST-1387,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Direct,Tablet,West,No,
ORD-9790,2025-03-23,CUST-2486,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Mobile,Southeast,No,
ORD-10483,2025-03-29,CUST-0364,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Direct,Desktop,Southwest,No,
ORD-4346,2025-02-03,CUST-0219,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,West,Yes,Not as described
ORD-2788,2025-01-18,CUST-0619,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Southwest,No,
ORD-1594,2025-01-07,CUST-1949,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Mobile,Midwest,No,
ORD-5647,2025-02-14,CUST-1285,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,Southwest,No,
ORD-2042,2025-01-10,CUST-1455,New,Oversized Linen Tee,Apparel,24.0,2,48.0,Referral,Desktop,Southwest,No,
ORD-9664,2025-03-22,CUST-0746,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Southeast,No,
ORD-6922,2025-02-25,CUST-0661,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Midwest,No,
ORD-8295,2025-03-10,CUST-0247,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Midwest,No,
ORD-8852,2025-03-15,CUST-2144,New,Oversized Linen Tee,Apparel,24.0,3,72.0,Organic Search,Desktop,Midwest,Yes,Defective
ORD-4399,2025-02-03,CUST-0001,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Paid Social,Mobile,Northeast,No,
ORD-1974,2025-01-10,CUST-1642,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,3,48.0,Organic Search,Mobile,Northeast,No,
ORD-5528,2025-02-13,CUST-1646,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Paid Social,Desktop,Northeast,No,
ORD-6125,2025-02-17,CUST-2093,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Tablet,Southeast,No,
ORD-4985,2025-02-09,CUST-0012,Returning,Ribbed Beanie,Apparel,22.0,1,22.0,Email,Desktop,West,No,
ORD-2961,2025-01-20,CUST-1749,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,Northeast,Yes,Not as described
ORD-1888,2025-01-09,CUST-0761,Returning,Linen Joggers - Slate,Apparel,32.0,2,64.0,Email,Mobile,West,No,
ORD-3740,2025-01-28,CUST-0897,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Organic Search,Desktop,Southwest,No,
ORD-5064,2025-02-10,CUST-0701,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Tablet,Southwest,No,
ORD-2214,2025-01-13,CUST-1442,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,West,No,
ORD-1019,2025-01-01,CUST-2192,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Referral,Desktop,Midwest,No,
ORD-7790,2025-03-05,CUST-1610,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,West,No,
ORD-5127,2025-02-10,CUST-0714,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,West,No,
ORD-9403,2025-03-20,CUST-0559,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Desktop,Midwest,No,
ORD-2755,2025-01-18,CUST-1727,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Northeast,No,
ORD-8542,2025-03-12,CUST-0736,Returning,Canvas Weekender Bag,Accessories,59.99,2,119.98,Organic Search,Desktop,Northeast,No,
ORD-5745,2025-02-14,CUST-1970,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Southwest,No,
ORD-2444,2025-01-15,CUST-1262,New,Woven Market Tote,Accessories,18.0,1,18.0,Paid Social,Mobile,West,No,
ORD-8918,2025-03-16,CUST-2472,New,Merino Crew Sweater,Apparel,69.0,2,138.0,Email,Mobile,Southeast,No,
ORD-6528,2025-02-21,CUST-0868,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,Southeast,No,
ORD-8717,2025-03-14,CUST-1864,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,3,48.0,Organic Search,Tablet,Southwest,No,
ORD-4147,2025-01-31,CUST-0581,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Desktop,Southwest,No,
ORD-2311,2025-01-14,CUST-0253,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,
ORD-8393,2025-03-11,CUST-0247,Returning,Stoneware Mug Set,Home & Kitchen,34.0,3,102.0,Organic Search,Desktop,Northeast,No,
ORD-10149,2025-03-26,CUST-1807,New,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Organic Search,Tablet,Northeast,No,
ORD-5049,2025-02-10,CUST-1646,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Mobile,Southeast,No,
ORD-2100,2025-01-11,CUST-0926,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Desktop,Midwest,No,
ORD-1091,2025-01-01,CUST-1419,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,Southwest,No,
ORD-1176,2025-01-02,CUST-0072,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Tablet,West,No,
ORD-8753,2025-03-14,CUST-0003,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Mobile,Southwest,No,
ORD-8892,2025-03-15,CUST-1274,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Email,Tablet,West,No,
ORD-3819,2025-01-28,CUST-1407,New,Canvas Weekender Bag,Accessories,59.99,2,119.98,Direct,Desktop,West,No,
ORD-1633,2025-01-07,CUST-0714,Returning,Oversized Linen Tee,Apparel,24.0,2,48.0,Paid Social,Tablet,Midwest,No,
ORD-9979,2025-03-25,CUST-0171,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,Midwest,No,
ORD-7027,2025-02-26,CUST-0567,Returning,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Paid Social,Mobile,Northeast,Yes,Not as described
ORD-8510,2025-03-12,CUST-2101,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Paid Social,Desktop,West,No,
ORD-9094,2025-03-17,CUST-0619,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Mobile,Northeast,No,
ORD-5989,2025-02-16,CUST-2405,New,Oversized Linen Tee,Apparel,24.0,3,72.0,Paid Social,Mobile,Northeast,No,
ORD-6669,2025-02-23,CUST-1859,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,West,Yes,Not as described
ORD-1280,2025-01-03,CUST-1091,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,Midwest,No,
ORD-1907,2025-01-09,CUST-0619,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Desktop,Northeast,Yes,Not as described
ORD-5914,2025-02-16,CUST-0992,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Organic Search,Desktop,Southwest,No,
ORD-1249,2025-01-03,CUST-0706,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Tablet,West,No,
ORD-9643,2025-03-22,CUST-1984,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Desktop,Midwest,No,
